GRUPO,LAB,DESCLAB,MEDICAMENTO,DESCRIÇÃO,CODBARRAS,ESTOQUE,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01
TARJADO,3,ABBOTT                        ,209574,SYNTHROID - 125MCG CX 30 COMP,7896255700054,0,2,2,2,3,1,2,4,3,2,1,2,1,4,8,5,2,8,6,1,1,5,4,2,7,4,7,6,5,8,2,1,6,1,2,7,6,7,5,9,3,4,5,6,2,6,8,7,5,7,11,6,8,2,4,7,5,4,4,4,7
TARJADO,3,ABBOTT                        ,227233,SYNTHROID - 137MCG CX 30 COMP,7896255762205,1,1,2,1,1,0,2,1,1,3,1,1,2,3,2,0,4,4,1,5,1,1,2,1,1,3,0,1,0,1,1,3,3,2,2,5,2,1,2,2,1,2,4,3,3,3,1,0,1,3,3,3,3,1,2,1,1,1,1,1,1
TARJADO,3,ABBOTT                        ,207020,SYNTHROID - 150MCG CX 30 COMP,7896255716987,0,2,2,1,2,0,3,3,2,1,1,1,1,1,2,2,0,4,2,2,6,4,5,2,6,2,0,1,0,1,1,2,0,1,1,0,1,1,3,4,2,3,2,0,2,0,3,1,0,2,5,2,3,2,2,5,3,2,2,4,4
TARJADO,3,ABBOTT                        ,211628,SYNTHROID - 175MCG CX 30 COMP,7896255700245,0,1,2,0,0,0,1,1,0,2,0,1,1,1,2,1,1,1,3,1,1,1,3,2,2,2,1,1,2,1,2,2,2,2,2,2,3,1,1,1,2,1,1,1,3,2,2,3,0,1,0,1,2,1,1,1,1,1,2,1,1
TARJADO,3,ABBOTT                        ,211629,SYNTHROID - 200MCG CX 30 COMP,7896255700252,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,1,1,0,0,1,1,1,2,1,1,1,2,1,3,0,4,1,1,1,2,1,2,2,2,1,2,0,1,3,0
TARJADO,3,ABBOTT                        ,207016,SYNTHROID - 25MCG CX 30 COMP,7896255716949,5,5,5,2,1,0,4,2,0,5,2,3,6,6,4,7,6,6,5,4,7,6,7,1,3,8,7,4,10,7,6,15,7,7,9,6,5,6,7,10,6,14,13,11,14,8,7,8,14,9,13,15,10,11,13,10,16,9,15,6,3
TARJADO,3,ABBOTT                        ,207017,SYNTHROID - 50MCG CX 30 COMP,7896255716956,1,11,5,5,2,3,5,2,7,6,5,5,7,8,13,13,4,6,9,11,3,8,10,6,5,16,10,24,13,16,13,13,14,13,13,13,13,17,14,17,15,19,17,18,22,21,18,11,13,12,11,15,26,12,16,21,21,16,15,18,9
TARJADO,3,ABBOTT                        ,207018,SYNTHROID - 75MCG CX 30 COMP,7896255716963,4,8,5,6,11,1,8,3,15,4,5,7,2,16,10,6,2,17,8,5,11,9,8,9,4,10,16,18,16,13,18,15,18,22,18,13,8,13,20,15,15,12,15,12,15,14,9,10,23,27,23,13,20,20,18,21,17,13,18,15,13
TARJADO,3,ABBOTT                        ,211626,SYNTHROID - 88MCG CX 30 COMP,7896255700276,2,6,4,3,3,1,2,6,3,6,7,10,5,2,10,10,2,8,7,6,9,8,5,5,5,6,13,12,6,5,5,6,4,7,5,3,8,10,11,7,11,11,13,11,16,8,11,9,9,12,8,18,9,12,13,12,14,12,8,11,11
TARJADO,319,NOVARTIS                      ,231283,SYNTOCINON - 40UI 5ML SOL NASAL SPRAY,7896261014701,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,2,0,7,5,6,1,3,1,0,3,8,3,3,7,7,5,4,7,7,6,2,1,5,8,10,6,9,9,6,9,4,7,6,2,9,14,9,8,6,14,9,9,3,9,2,9
INJETAVEL,319,NOVARTIS                      ,241847,SYNVISC - INJ SER X 2ML,7898328480306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,105,JANSSEN-CILAG                 ,206030,SYSTEN - 25MCG CX 8 ADES,7896212417315,1,1,1,2,0,1,0,2,3,0,1,2,0,4,2,2,0,4,1,3,1,1,2,2,0,3,1,2,7,1,2,4,2,1,2,2,2,4,2,2,3,2,4,3,2,2,1,4,3,3,1,3,1,5,3,2,0,4,5,1,3
TARJADO,105,JANSSEN-CILAG                 ,206032,SYSTEN - 50MCG CX 8 ADES,7896212417339,0,1,1,0,0,0,0,0,0,1,0,1,0,0,3,3,1,4,3,2,5,7,4,3,3,3,9,4,6,3,4,1,4,1,2,1,1,4,4,5,5,7,5,6,8,3,3,4,4,2,8,4,4,3,5,3,5,6,3,4,6
TARJADO,105,JANSSEN-CILAG                 ,208709,"SYSTEN - CONTI 3,2MG CX 8 ADES",7896212426812,1,2,0,0,2,0,1,2,2,2,2,0,0,2,4,0,0,3,3,1,3,3,2,1,1,3,3,0,6,2,1,2,2,0,1,2,2,1,2,6,1,6,3,5,4,5,4,2,1,3,5,4,2,1,3,3,3,2,4,2,4
TARJADO,105,JANSSEN-CILAG                 ,208554,"SYSTEN - SEQUI 3,2G CX 8 ADES",7896212426805,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,2,2,2,0,1,1,1,1,1,1,3,3,2,2,5,3,1,4,4,3,1,3,2,4,1,4,1,5,1,3,1,2,3,1,0,1,1,1,1,1,2,3,3,1,3,3
TARJADO,123,MARJAN                        ,206171,TAKIL - CREME BG 35G,7896226102351,2,0,0,2,3,1,3,3,0,1,2,3,0,0,4,3,0,4,1,1,4,3,6,3,3,1,2,3,2,2,1,2,0,2,1,0,0,4,5,6,2,2,4,1,3,3,2,5,0,2,4,6,3,2,7,1,8,1,4,3,3
SEM TARJA,19,BARRENNE                      ,243365,TAMARINE - CX 20 CAP,7896179850040,19,16,5,18,11,1,11,10,9,11,5,8,9,18,13,15,7,17,13,17,8,17,16,13,12,17,11,18,20,20,16,17,24,20,20,15,22,13,9,24,22,18,16,21,16,20,19,14,7,21,14,17,14,24,27,14,9,12,9,13,17
SEM TARJA,19,BARRENNE                      ,134945,TAMARINE - GEL LAX POTE 150G,7896179850019,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,1,1,1,1,0,0,3,2,1,1,1,2,2,1,1,1,1,3,1,0,1,2,3,1,2,1,1,2,2,1,5,5,7,1,0,3,2,3,1,2,4,2
SEM TARJA,19,BARRENNE                      ,134953,TAMARINE - GEL LAX POTE 250G,7896179850026,3,4,0,5,2,2,4,2,2,1,2,0,3,3,6,7,2,2,3,4,0,0,0,0,6,8,8,5,5,5,7,4,4,7,5,5,6,5,5,1,8,4,8,5,2,9,7,6,3,12,12,10,7,9,9,5,9,0,1,3,3
TARJADO,99,EUROFARMA                     ,216059,TAMIRAM - 500MG CX 10 COMP,7891317003739,1,2,2,0,3,2,2,3,0,2,0,1,2,2,2,4,0,4,4,2,0,2,7,0,3,3,6,3,8,6,2,3,3,1,2,5,3,1,5,1,6,3,5,7,6,6,5,2,5,6,10,6,8,20,6,6,3,4,3,0,2
TARJADO,99,EUROFARMA                     ,216058,TAMIRAM - 500MG CX 7 COMP,7891317003715,6,5,3,5,11,2,6,6,5,3,5,3,4,5,8,2,3,6,12,8,10,8,4,1,3,9,7,7,9,12,9,9,11,10,10,4,12,1,2,4,7,1,8,7,12,4,9,7,10,22,22,22,16,30,22,26,7,2,5,1,9
TARJADO,99,EUROFARMA                     ,216061,"TAMISA - 0,075+0,030MG CX CAL 21 DRG",7891317008703,1,2,0,1,1,0,1,0,0,2,0,0,1,2,1,0,2,2,1,3,3,0,2,5,2,3,1,2,2,0,1,1,2,2,1,2,1,4,1,1,1,4,1,3,2,1,2,3,1,4,5,4,3,2,2,2,3,3,2,1,1
TARJADO,99,EUROFARMA                     ,227045,"TAMISA - 0,075+0,030MG CX CAL 63 DRG",7891317445126,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,2,0,4,1,0,0,1,1,0,0,5,2,4,0,1,1,1,4,1,2,0,3,3,3,4,4,2,3,3,3,3,2,5,0,2,10,5,6,3,3,1,4,1,3,2,4
TARJADO,99,EUROFARMA                     ,235106,"TAMISA SEM PARAR - 0,75+0,30 MG CX 28 DRG",7891317443931,0,1,0,0,0,0,1,3,1,1,0,2,3,1,1,4,0,2,0,0,0,1,0,3,0,2,0,1,1,0,0,1,1,0,0,1,2,0,0,0,0,0,1,0,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,99,EUROFARMA                     ,235109,"TAMISA SEM PARAR 84 DRG - 0,75+0,30MG CX 84 DRG",7891317443955,2,2,2,0,5,0,2,3,1,1,0,3,2,3,3,4,0,1,1,2,1,2,2,0,2,1,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GENERICOS,161,SANDOZ                        ,213090,TAMOXIFENO - 20MG CX 30 COMP,7897595601834,0,3,3,3,4,0,1,1,2,0,0,0,0,5,0,2,0,2,1,0,1,1,3,2,1,0,1,4,5,1,5,6,5,2,4,7,4,3,1,1,2,2,4,1,3,2,4,3,5,2,1,2,1,1,3,6,6,4,4,1,7
TARJADO,3,ABBOTT                        ,230850,TANAKAN - 120MG CX 30 COMP REV,7896255764933,0,2,0,0,0,0,0,0,0,1,0,0,0,4,2,2,0,0,1,1,5,3,2,0,1,3,4,1,3,1,5,7,1,4,4,2,3,4,1,1,3,0,0,3,2,1,3,2,5,0,0,0,0,2,0,2,3,0,2,0,0
TARJADO,3,ABBOTT                        ,214595,TANAKAN - 80MG CX 20 COMP,7896255701099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,2,0,3,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,5,2,5,5,1,1,2,2,0,1,2,0
TARJADO,3,ABBOTT                        ,230851,TANAKAN - 80MG CX 30 COMP REV,7896255764926,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,0,1,1,4,0,0,0,0,0,0,3,3,4,5,9,3,5,1,3,3,2,3,4,4,4,3,1,3,3,4,4,1,5,3,2,1,2,4,2,4,4,7,3,6,4,5
TARJADO,4,ACHE                          ,225515,TANDRILAX - CX 15 COMP,7896658004704,0,9,9,7,8,2,4,9,5,6,9,12,5,5,17,13,7,8,8,11,10,7,12,10,9,7,11,11,10,11,13,18,14,4,12,19,11,15,25,20,18,22,12,10,13,15,12,9,6,27,21,20,25,20,24,31,18,20,16,21,15
TARJADO,4,ACHE                          ,49646,TANDRILAX - CX 30 COMP,7896658001666,16,6,13,6,9,2,9,7,12,13,2,15,11,9,13,11,4,4,7,11,11,17,12,7,13,12,13,5,11,17,11,5,15,8,9,6,14,11,10,11,6,10,8,6,10,6,5,9,4,12,14,15,12,20,12,9,17,15,13,15,8
GENERICOS,314,MEDLEY                        ,237845,"TANSULOSINA - 0,4MG CX 30 CAP",7899095236509,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,163,BIOLAB SANUS                  ,230403,"TANTIN - 0,060+0,015MG CX 3BL X 28 COMP REV",7896112423294,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,2,0,1,0,0,1,0,0,2,0,1,1,1,1,0,0
TARJADO,163,BIOLAB SANUS                  ,226902,"TANTIN - 0,60+0,015MG CX 28 COMP REV",7896112424123,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,2,2,1,2,1,1,2,0,1,1,1,1,2,1,2
TARJADO,163,BIOLAB SANUS                  ,207859,TAPAZOL - 10MG CX 50 COMP,7896241231630,2,0,1,1,0,0,5,3,1,0,3,0,0,4,4,3,0,3,2,5,1,0,1,0,2,0,1,1,0,1,0,2,2,1,1,3,0,1,3,4,1,1,2,2,5,3,5,2,1,4,5,7,2,2,6,4,5,2,3,4,1
TARJADO,163,BIOLAB SANUS                  ,50300,TAPAZOL - 5MG CX 100 COMP,7896241231616,2,0,1,1,0,0,1,1,0,1,1,1,0,2,4,0,0,2,2,3,1,4,1,2,3,2,0,3,0,2,4,0,2,2,1,2,1,1,1,2,2,2,1,0,1,4,0,2,2,0,2,2,3,2,0,2,3,0,4,2,2
SEM TARJA,492,SANOFI-AVENTIS                ,50377,TARGIFOR - 1500MG CX 20 COMP EFV,7896185989611,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SEM TARJA,492,SANOFI-AVENTIS                ,50415,TARGIFOR C - 1+1G CX 16 COMP EFV,7896185989819,2,5,7,2,3,1,3,9,9,10,6,9,3,6,14,7,3,11,9,10,10,8,17,6,5,8,17,13,14,24,16,10,14,18,14,15,12,12,14,8,14,16,11,12,15,6,11,9,6,15,19,11,18,10,9,12,17,7,9,8,9
SEM TARJA,492,SANOFI-AVENTIS                ,232323,TARGIFOR C - 500+500MG CX 30 COMP REV,7891058004668,2,0,0,1,2,0,1,0,0,0,0,0,0,2,3,1,1,3,0,1,4,0,1,1,1,0,1,1,3,1,1,1,0,1,0,3,0,2,0,1,1,1,2,2,4,2,4,0,1,0,0,0,2,3,1,3,4,3,1,1,0
SEM TARJA,487,BAGO                          ,208892,TARGUS - 40MG LAT 10 ADES TRANSD ,7898940448579,2,4,2,0,2,0,4,1,4,0,2,1,2,3,3,2,0,6,1,3,2,4,5,0,3,0,0,1,2,2,1,1,3,4,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,136,SIGMA PHARMA                  ,228672,TAVAFLOX - 500MG CX 10 COMP,7894916503587,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,2,0,0,2,4,0,0,0,0,2,0
TARJADO,136,SIGMA PHARMA                  ,228671,TAVAFLOX - 500MG CX 7 COMP,7894916503594,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,2,1,0,2,0,0,0,0,0,2,1,2,3,5,8,2,5,0,1,2,0,3,4,1,0,3,0,0,0,0,1,6,6,4,4,0,2,2,1,0,1,4,0
TARJADO,39,TAKEDA,233182,TEBONIN - 120MG CX 30 COMP,7896641807404,7,3,7,7,3,1,4,2,2,1,2,1,1,10,4,3,1,12,7,6,5,5,10,4,1,11,6,17,13,19,12,19,16,10,15,13,2,17,24,20,17,17,15,22,14,13,17,14,11,0,0,0,0,0,0,0,23,19,28,20,26
TARJADO,39,TAKEDA,150380,TEBONIN - 40MG CX 30 COMP,7896641800450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,5,3,1,1,0
TARJADO,39,TAKEDA,233181,TEBONIN - 80MG CX 30 COMP,7896641807381,9,13,7,11,9,2,10,8,6,11,10,6,3,23,19,18,1,19,16,18,17,19,20,13,12,22,13,11,17,16,11,25,19,14,19,23,18,15,17,24,15,23,15,21,16,20,13,16,16,0,0,0,0,0,0,0,6,23,14,14,12
TARJADO,308,ARESE                   ,240275,TECNID - 1G CX 2 COMP,7896317901702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,1,1,1,0,0,0,1,1,3,1,3,0,2,1,2,0,2,1,1,4,0,2,2,4,3,0,2,1,2,1,0
TARJADO,331,ZODIAC                        ,237214,"TECNOMET - 2,5MG CX 20 COMP",7892953101865,4,4,7,5,3,1,5,3,6,4,1,1,1,1,3,0,3,2,0,3,5,1,3,3,5,2,1,0,0,1,0,3,0,0,1,0,5,0,2,3,4,5,4,8,3,1,7,6,7,0,0,0,0,0,0,0,0,0,0,0,3
TARJADO,39,TAKEDA,232654,TECTA - 40MG CX 30 COMP REV,7896641808432,3,2,2,3,2,1,0,2,6,1,1,5,3,6,6,3,0,3,2,2,3,4,0,2,3,4,2,3,3,10,5,4,7,4,5,4,2,4,5,10,5,11,4,3,3,3,2,2,2,0,0,0,0,0,0,0,0,2,6,6,6
TARJADO,39,TAKEDA,232656,TECTA - 40MG CX 60 COMP REV,7896641808456,11,6,8,14,7,4,9,8,5,8,7,2,9,9,15,13,3,15,13,23,17,13,16,10,9,26,19,20,17,17,15,15,23,21,19,11,20,17,14,22,23,15,25,27,25,15,20,16,15,0,0,0,0,0,0,0,0,2,5,9,15
SEM TARJA,167,MANTECORP                     ,238491,TEFIN - 10MG CREME DERM BG 20G,7898095341039,1,0,0,0,0,1,2,2,2,2,0,0,2,1,1,0,0,1,1,0,2,0,1,0,1,1,1,2,1,2,1,0,1,0,0,0,1,3,2,0,2,2,2,0,0,2,1,0,0,3,8,2,3,1,1,1,1,0,0,1,4
TARJADO,180,UNIAO QUIMICA                 ,210624,TEFLAN - 20MG CX 10 COMP,7896006219095,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,3,3,4,1,1,0,0,1,1
PSICOTROPICO,319,NOVARTIS                      ,212193,TEGRETOL - 200MG CX 60 COMP,7896261005181,2,3,0,0,0,2,0,0,2,0,0,0,0,6,1,0,0,3,7,1,0,0,1,0,0,6,4,1,2,10,2,6,0,5,3,6,4,0,11,1,9,4,2,4,4,3,5,9,10,8,0,3,5,8,11,8,8,1,11,9,5
PSICOTROPICO,319,NOVARTIS                      ,51195,TEGRETOL - 20MG SUS FR 100ML,7896261000742,4,10,6,10,0,0,0,0,0,0,0,0,2,13,16,12,3,10,10,10,12,20,0,6,10,13,12,2,0,0,0,10,6,10,8,0,4,0,0,0,0,2,0,1,3,2,3,6,0,14,3,5,4,9,7,9,10,8,0,0,0
PSICOTROPICO,319,NOVARTIS                      ,51152,TEGRETOL - 400MG CX 20 COMP,7896261000100,6,7,5,6,0,3,5,4,7,3,0,4,3,5,2,5,0,4,5,10,6,7,0,7,4,9,6,8,3,7,13,1,13,3,5,1,5,11,15,14,16,14,12,8,11,11,16,4,11,9,17,8,12,12,19,11,17,15,6,11,26
PSICOTROPICO,319,NOVARTIS                      ,51233,TEGRETOL CR - 200MG CX 20 COMP DES LEN,7896261000117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,3,0,0,0,0,0,0,0,5,0,0,0,8,8,5,7,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,2,2,0,5,1,0
PSICOTROPICO,319,NOVARTIS                      ,212194,TEGRETOL CR - 200MG CX 60 COMP DES LENT,7896261005198,3,2,4,0,2,0,2,1,1,1,0,0,1,4,1,6,0,4,0,0,0,7,0,0,6,2,6,3,3,0,4,2,0,0,0,5,5,3,6,3,1,6,12,9,1,7,4,6,9,4,5,3,3,11,8,4,14,4,6,8,10
PSICOTROPICO,319,NOVARTIS                      ,224355,TEGRETOL CR - 400MG CX 60 COMP,7896261005747,2,4,11,7,3,0,5,1,5,12,7,4,7,6,5,2,5,2,8,2,4,1,8,9,2,2,4,6,3,2,10,3,4,3,3,5,10,0,6,4,2,12,0,3,13,1,2,12,3,0,2,1,3,3,0,3,2,3,3,5,5
SEM TARJA,99,EUROFARMA                     ,233747,TEINA 10 MG C/ 30 COMP - TEINA 10 MG C/30 COMP,7891317471323,1,1,2,1,1,0,6,0,1,2,0,1,1,2,5,5,2,2,4,1,3,2,5,4,2,0,3,8,9,5,6,5,4,6,5,3,5,0,1,0,2,1,0,0,2,0,1,2,4,0,0,0,0,0,0,0,0,0,0,1,0
TARJADO,136,SIGMA PHARMA                  ,222300,"TENADREN - 40+12,5MG CX 30 COMP",7894916503389,3,0,4,1,0,0,0,0,2,0,2,1,0,2,4,5,0,2,3,6,3,1,5,2,4,2,4,6,5,6,0,2,9,1,4,5,5,9,6,4,8,5,3,7,4,6,1,4,7,4,11,5,12,8,3,6,5,5,6,6,8
TARJADO,136,SIGMA PHARMA                  ,206259,TENADREN - 40+25MG CX 30 COMP,7894916550116,5,1,4,8,5,2,5,3,8,5,8,3,9,7,4,10,5,5,6,7,4,9,2,12,3,7,15,5,6,12,6,7,8,2,5,7,9,8,10,11,9,3,9,10,8,8,9,6,8,10,8,14,21,15,9,6,14,6,13,14,8
TARJADO,136,SIGMA PHARMA                  ,206260,TENADREN - 80+25MG CX 30 COMP,7894916550123,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,3,1,5,3,0,0,0,0,1,2,4,3,0,0,0,0,1,0,0,2,0,3,0,1,1,0,2,0,4,0
SEM TARJA,123,MARJAN                        ,225534,"TENAVIT - 0,8+4+0,4MG CX 30 COMP REV",7896226102436,2,3,0,2,4,0,5,7,4,4,6,5,5,0,3,4,0,4,4,4,3,8,2,3,0,0,0,0,0,0,0,1,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
TARJADO,313,ASTRAZENECA                   ,51900,TENORETIC - 100+25MG CX 28 COMP,7896206400484,2,3,2,5,2,2,3,0,1,2,1,0,0,6,6,7,2,0,4,6,5,3,6,1,3,12,6,10,7,9,7,7,7,8,7,8,8,11,12,12,8,16,0,5,14,5,11,11,4,12,9,15,9,11,18,11,19,12,13,12,11
TARJADO,313,ASTRAZENECA                   ,111600,"TENORETIC - 50+12,5MG CX 28 COMP",7896206400477,10,12,10,9,12,2,9,10,12,0,0,0,0,11,13,32,8,14,14,9,18,11,15,11,13,28,23,33,19,24,26,28,26,14,22,19,15,39,29,34,25,29,27,23,24,26,26,24,26,33,36,39,32,27,42,38,24,41,32,32,32
GENERICOS,466,EMS GENÉRICO                    ,212047,TENOXICAM - 20MG CX 10 COMP,7896004700274,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,1,1,0,0,1
SEM TARJA,483,MYRALIS PHARMA                ,240244,TENSART - 100MG SOL ORAL FR 100ML,7896317907414,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,1,3,1,1,0,1,0,0,0,0,1,0,1,0,1,1,2,0,1,2,2,3,0,1,0,1,1,1,1,0,0,1,0,1,1,2,2,1,2,2,2,2,1,2,0
TARJADO,483,MYRALIS PHARMA                ,240243,TENSART - 875MG CX 30 COMP REV,7896317907889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEM TARJA,123,MARJAN                        ,209050,TENSULAN - CX 30 CAP,7896226102450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0
GENERICOS,314,MEDLEY                        ,212963,TERBINAFINA - 1% CREME BG 20G,7896422504669,0,2,0,0,0,0,1,0,0,0,0,0,1,3,3,3,0,0,1,1,2,0,1,0,0,0,0,0,0,1,2,0,1,1,0,2,3,2,4,8,1,4,5,3,2,1,5,7,1,2,0,2,4,4,2,2,2,2,3,5,4
GENERICOS,314,MEDLEY                        ,213079,TERBINAFINA - 250MG CX 14 COMP,7896422504713,1,0,1,0,0,1,0,1,0,0,0,1,0,3,1,1,0,1,1,0,1,0,1,2,0,2,1,1,2,5,1,3,2,2,2,1,0,0,0,0,0,4,1,4,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
GENERICOS,466,EMS GENÉRICO                    ,217677,TERBINAFINA - 250MG CX 28 COMP,7896004703787,15,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,2,1,6,0,0,0,0,0,1,2,0,3,0,1,0,2,1,0,0,0,0,1,1,2,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GENERICOS,314,MEDLEY                        ,213081,TERBINAFINA - 250MG CX 28 COMP,7896422504720,0,5,2,6,5,1,3,3,5,3,1,2,2,6,6,3,1,1,3,2,7,5,5,6,3,11,1,6,7,5,3,3,5,2,3,9,2,14,9,12,8,5,2,6,5,5,8,3,3,9,8,10,13,11,8,14,5,13,3,13,8
GENERICOS,466,EMS GENÉRICO                    ,212494,TERBINAFINA - BG 20G,7896004701035,4,0,0,0,0,1,2,1,0,1,0,0,0,1,0,0,0,1,0,0,6,0,1,2,0,4,0,2,2,1,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,308,ARESE                   ,224554,"TERICIN AT - 25+12,5MG CREME BG 45G+10APLIC",7896317904802,1,0,1,1,1,0,0,0,1,0,0,2,1,0,1,3,1,3,0,2,1,2,1,0,2,1,0,2,0,0,2,1,2,1,1,4,1,0,1,1,4,2,3,0,0,0,4,1,2,0,2,4,0,0,6,2,0,2,1,2,0
TARJADO,148,PFIZER                        ,221881,"TERRAMICINA C/ POLIMIXINA - POM OFT BG 3,5G",7891268104721,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1,2,0,3,0,3,4,2,3,6,2,1,1,2,5,1,2,2,0,2,0,3,3,1,0,0,2,1,4,1,4,0,6,0,4,4,2,4,4,1,0,1,3
TARJADO,227,GALDERMA                      ,209323,TETRALYSAL - 150MG CX 16 CAP,7897930760943,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,2,2,1,0,0,0,1,0,2,0,2,3,6,5,1,6,4,5,0,0,1,1,0,4,3,6,1,3,4,0,0,18,0,14,4,12,4,0,0,2,0,2,1
TARJADO,227,GALDERMA                      ,214114,TETRALYSAL - 300MG CX 16 CAP,7897930760691,2,2,1,0,2,0,2,1,2,1,4,0,0,0,1,0,3,0,2,2,0,0,2,0,3,1,0,1,4,2,3,4,1,2,2,1,0,0,2,1,0,1,1,0,0,1,1,2,1,2,2,0,2,0,0,0,2,0,2,2,0
